"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","HOUSECOST","RENT","IDX2015","Q","2017-Q4",102.554548302367,
"LUX","HOUSECOST","RENT","IDX2015","Q","2018-Q1",102.875795121496,
"LUX","HOUSECOST","RENT","IDX2015","Q","2018-Q2",102.923006093535,
"LUX","HOUSECOST","RENT","IDX2015","Q","2018-Q3",103.585337078095,
"LUX","HOUSECOST","RENT","IDX2015","Q","2018-Q4",103.885779907813,
"LUX","HOUSECOST","RENT","IDX2015","Q","2019-Q1",104.204142257304,
"LUX","HOUSECOST","RENT","IDX2015","Q","2019-Q2",104.618351105686,
"LUX","HOUSECOST","RENT","IDX2015","Q","2019-Q3",104.705485204232,
"LUX","HOUSECOST","RENT","IDX2015","Q","2019-Q4",105.318492651258,
"LUX","HOUSECOST","RENT","IDX2015","Q","2020-Q1",105.566244609075,
"LUX","HOUSECOST","RENT","IDX2015","Q","2020-Q2",105.697230026832,
"LUX","HOUSECOST","RENT","IDX2015","Q","2020-Q3",105.926082876898,
"LUX","HOUSECOST","RENT","IDX2015","Q","2020-Q4",106.203475400893,
"LUX","HOUSECOST","RENT","IDX2015","Q","2021-Q1",106.586701025385,
"LUX","HOUSECOST","RENT","IDX2015","Q","2021-Q2",107.149461635204,
"LUX","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.598821754709,
"LUX","HOUSECOST","RENT","IDX2015","Q","2021-Q4",107.891399352419,
"LUX","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.480184938145,
"LUX","HOUSECOST","RENT","IDX2015","Q","2022-Q2",108.800962008866,
"LUX","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.421479435367,
"LUX","HOUSECOST","RENT","IDX2015","Q","2022-Q4",109.996994423596,
"LUX","HOUSECOST","RENT","IDX2015","Q","2023-Q1",110.367063394121,
"LUX","HOUSECOST","RENT","IDX2015","Q","2023-Q2",110.918434670832,
"LUX","HOUSECOST","RENT","IDX2015","Q","2023-Q3",111.23709821403,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",56.3433625783893,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",57.6614775803455,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",58.7659799611403,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",59.4245993924797,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",60.5294960018049,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",61.4847967680889,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",62.4168013603728,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",63.5322859612829,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",65.0083999795886,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",66.2808439409944,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",67.5371036158832,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",68.2019848927025,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",69.0473201253257,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",70.5035631710109,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",72.259844504225,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",73.6335585887222,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",74.4755969166589,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",75.0165047837758,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",75.2265964563206,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",75.6275509776215,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",76.039727970277,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",76.5935449198156,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",77.5908915105872,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",78.902062783752,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",80.2509684789141,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",81.3398064141046,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",82.2501772637884,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",83.2172301977367,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",83.4715216239215,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",83.8719831240489,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",84.6145724592617,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",85.5120791173768,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",86.6519691290282,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",88.1516847244615,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",89.4202897200965,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",90.5301695411307,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",91.6369707354832,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",91.8398175819113,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",92.3709977219828,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",94.0142893054342,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",95.6482111863411,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",98.8447646957443,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",101.849078222762,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",103.657945895152,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",104.774279874075,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",106.508715399888,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",108.052777654935,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",109.794154246283,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",112.420212976047,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",114.453358895402,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",116.663792940567,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",119.209478320876,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",121.822901945659,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",124.347930042501,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",127.331686244923,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",130.303222252565,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",132.776603727107,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",135.741387982232,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",138.164896650222,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",140.272744251356,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",142.177031912611,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",143.517419015331,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",145.15516360545,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",147.897938597724,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",151.426726572142,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",154.704780697076,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",157.713911007721,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",160.448020989461,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",163.16904901748,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",167.05090151577,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",172.5392090585,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",177.132140684243,
"MEX","HOUSECOST","NOMINAL","IDX2015","Q","2023-Q1",182.260550781253,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q1",72.9699751742825,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q2",74.1766986110442,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q3",75.0424539343959,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q4",75.2620473565893,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q1",76.0957126918528,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q2",76.6199264773384,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q3",77.1823790520594,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q4",77.9821420459464,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",79.193394643763,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",80.1527813104877,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",81.0835023017832,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",81.3439348674315,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",81.751420384086,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",82.8678673561625,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",84.2940692579645,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",84.937723714135,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",85.1136202669872,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",85.1567269441471,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",84.8885330225826,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",84.855007587408,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q1",84.8386140225235,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q2",84.9435191620941,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q3",85.5131610018213,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q4",86.558053418565,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q1",87.6049174118833,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q2",88.3363858200021,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q3",88.964846006787,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q4",89.6018466033979,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q1",89.4685474986332,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q2",89.4863203505844,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q3",89.8459386983508,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q4",90.308952496096,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q1",91.0274626884538,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q2",92.1215559896672,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q3",92.8772583934929,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q4",93.5649852081396,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q1",94.2662515624358,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q2",94.0370141847321,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q3",94.0995820811939,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q4",95.2323307612234,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q1",96.3894829168784,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q2",99.1044442580129,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q3",101.610545885223,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q4",102.895526939886,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q1",103.398270496945,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q2",104.509963331816,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q3",105.421587186794,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q4",106.495343133915,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q1",108.316381942583,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q2",109.645033743765,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q3",111.089589899508,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q4",112.793316870088,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q1",114.573889030439,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q2",116.253749105951,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q3",118.239057193,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q4",120.174730747369,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q1",121.650511154596,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q2",123.410052093305,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q3",124.697725150565,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q4",125.757576043982,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q1",126.59451996396,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q2",126.920316561869,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q3",127.986693505846,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q4",129.914456095591,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q1",132.376158338402,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q2",134.536969148122,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q3",136.188993768277,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q4",137.488220633949,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q1",138.866384199034,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q2",141.311041511596,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q3",144.624028200459,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q4",147.383652572295,
"MEX","HOUSECOST","PRICERENT","IDX2015","Q","2023-Q1",150.342061416575,
"MEX","HOUSECOST","REAL","IDX2015","Q","2005-Q1",89.6534833152785,
"MEX","HOUSECOST","REAL","IDX2015","Q","2005-Q2",90.7068217070653,
"MEX","HOUSECOST","REAL","IDX2015","Q","2005-Q3",91.156698727425,
"MEX","HOUSECOST","REAL","IDX2015","Q","2005-Q4",92.1481803383007,
"MEX","HOUSECOST","REAL","IDX2015","Q","2006-Q1",93.543613360969,
"MEX","HOUSECOST","REAL","IDX2015","Q","2006-Q2",93.8074793865578,
"MEX","HOUSECOST","REAL","IDX2015","Q","2006-Q3",93.8474450275793,
"MEX","HOUSECOST","REAL","IDX2015","Q","2006-Q4",94.0733607470642,
"MEX","HOUSECOST","REAL","IDX2015","Q","2007-Q1",94.426257838057,
"MEX","HOUSECOST","REAL","IDX2015","Q","2007-Q2",94.9369069632518,
"MEX","HOUSECOST","REAL","IDX2015","Q","2007-Q3",94.3530736623892,
"MEX","HOUSECOST","REAL","IDX2015","Q","2007-Q4",93.5683465219095,
"MEX","HOUSECOST","REAL","IDX2015","Q","2008-Q1",92.7521788714059,
"MEX","HOUSECOST","REAL","IDX2015","Q","2008-Q2",93.2150575149017,
"MEX","HOUSECOST","REAL","IDX2015","Q","2008-Q3",94.3900256765469,
"MEX","HOUSECOST","REAL","IDX2015","Q","2008-Q4",93.8837855621356,
"MEX","HOUSECOST","REAL","IDX2015","Q","2009-Q1",93.8427629527065,
"MEX","HOUSECOST","REAL","IDX2015","Q","2009-Q2",94.9537464955083,
"MEX","HOUSECOST","REAL","IDX2015","Q","2009-Q3",94.5747655089115,
"MEX","HOUSECOST","REAL","IDX2015","Q","2009-Q4",93.8275728184264,
"MEX","HOUSECOST","REAL","IDX2015","Q","2010-Q1",91.6941590476962,
"MEX","HOUSECOST","REAL","IDX2015","Q","2010-Q2",90.3892780788554,
"MEX","HOUSECOST","REAL","IDX2015","Q","2010-Q3",90.1006660688923,
"MEX","HOUSECOST","REAL","IDX2015","Q","2010-Q4",91.1537806024912,
"MEX","HOUSECOST","REAL","IDX2015","Q","2011-Q1",92.4811797159284,
"MEX","HOUSECOST","REAL","IDX2015","Q","2011-Q2",93.1642936174298,
"MEX","HOUSECOST","REAL","IDX2015","Q","2011-Q3",93.2416587555569,
"MEX","HOUSECOST","REAL","IDX2015","Q","2011-Q4",92.5099732258926,
"MEX","HOUSECOST","REAL","IDX2015","Q","2012-Q1",91.7277856822814,
"MEX","HOUSECOST","REAL","IDX2015","Q","2012-Q2",91.1267631671153,
"MEX","HOUSECOST","REAL","IDX2015","Q","2012-Q3",90.9995313889928,
"MEX","HOUSECOST","REAL","IDX2015","Q","2012-Q4",91.6332738328317,
"MEX","HOUSECOST","REAL","IDX2015","Q","2013-Q1",92.8426082508307,
"MEX","HOUSECOST","REAL","IDX2015","Q","2013-Q2",93.9591951076074,
"MEX","HOUSECOST","REAL","IDX2015","Q","2013-Q3",94.35688280066,
"MEX","HOUSECOST","REAL","IDX2015","Q","2013-Q4",94.4061213294912,
"MEX","HOUSECOST","REAL","IDX2015","Q","2014-Q1",93.6133305188554,
"MEX","HOUSECOST","REAL","IDX2015","Q","2014-Q2",92.6099254024626,
"MEX","HOUSECOST","REAL","IDX2015","Q","2014-Q3",92.7110176813519,
"MEX","HOUSECOST","REAL","IDX2015","Q","2014-Q4",94.0304095094324,
"MEX","HOUSECOST","REAL","IDX2015","Q","2015-Q1",96.7487721119677,
"MEX","HOUSECOST","REAL","IDX2015","Q","2015-Q2",99.4809866714899,
"MEX","HOUSECOST","REAL","IDX2015","Q","2015-Q3",101.388869442596,
"MEX","HOUSECOST","REAL","IDX2015","Q","2015-Q4",102.381371773947,
"MEX","HOUSECOST","REAL","IDX2015","Q","2016-Q1",101.926477476871,
"MEX","HOUSECOST","REAL","IDX2015","Q","2016-Q2",102.095378567458,
"MEX","HOUSECOST","REAL","IDX2015","Q","2016-Q3",101.366131913409,
"MEX","HOUSECOST","REAL","IDX2015","Q","2016-Q4",101.175248880122,
"MEX","HOUSECOST","REAL","IDX2015","Q","2017-Q1",101.518523150578,
"MEX","HOUSECOST","REAL","IDX2015","Q","2017-Q2",103.122115298209,
"MEX","HOUSECOST","REAL","IDX2015","Q","2017-Q3",104.737489676152,
"MEX","HOUSECOST","REAL","IDX2015","Q","2017-Q4",105.481072341475,
"MEX","HOUSECOST","REAL","IDX2015","Q","2018-Q1",106.442957383812,
"MEX","HOUSECOST","REAL","IDX2015","Q","2018-Q2",106.776156698911,
"MEX","HOUSECOST","REAL","IDX2015","Q","2018-Q3",108.735369709939,
"MEX","HOUSECOST","REAL","IDX2015","Q","2018-Q4",110.555179273869,
"MEX","HOUSECOST","REAL","IDX2015","Q","2019-Q1",112.224353395428,
"MEX","HOUSECOST","REAL","IDX2015","Q","2019-Q2",113.054068708552,
"MEX","HOUSECOST","REAL","IDX2015","Q","2019-Q3",113.945327365416,
"MEX","HOUSECOST","REAL","IDX2015","Q","2019-Q4",116.092709721742,
"MEX","HOUSECOST","REAL","IDX2015","Q","2020-Q1",115.04205676071,
"MEX","HOUSECOST","REAL","IDX2015","Q","2020-Q2",113.408341877649,
"MEX","HOUSECOST","REAL","IDX2015","Q","2020-Q3",113.753572607483,
"MEX","HOUSECOST","REAL","IDX2015","Q","2020-Q4",117.281409977159,
"MEX","HOUSECOST","REAL","IDX2015","Q","2021-Q1",117.054138049896,
"MEX","HOUSECOST","REAL","IDX2015","Q","2021-Q2",117.477190100161,
"MEX","HOUSECOST","REAL","IDX2015","Q","2021-Q3",118.04017162056,
"MEX","HOUSECOST","REAL","IDX2015","Q","2021-Q4",118.018917122095,
"MEX","HOUSECOST","REAL","IDX2015","Q","2022-Q1",116.656478030446,
"MEX","HOUSECOST","REAL","IDX2015","Q","2022-Q2",116.805153937152,
"MEX","HOUSECOST","REAL","IDX2015","Q","2022-Q3",118.645715392358,
"MEX","HOUSECOST","REAL","IDX2015","Q","2022-Q4",121.267417865669,
"MEX","HOUSECOST","REAL","IDX2015","Q","2023-Q1",123.560394440339,
"MEX","HOUSECOST","RENT","IDX2015","Q","1980-Q1",0.0780731998836154,
"MEX","HOUSECOST","RENT","IDX2015","Q","1980-Q2",0.0837846820501568,
"MEX","HOUSECOST","RENT","IDX2015","Q","1980-Q3",0.0894518569743775,
"MEX","HOUSECOST","RENT","IDX2015","Q","1980-Q4",0.0955743578500561,
"MEX","HOUSECOST","RENT","IDX2015","Q","1981-Q1",0.102675969279062,
"MEX","HOUSECOST","RENT","IDX2015","Q","1981-Q2",0.109934878743765,
"MEX","HOUSECOST","RENT","IDX2015","Q","1981-Q3",0.117493932224564,
"MEX","HOUSECOST","RENT","IDX2015","Q","1981-Q4",0.126934162622742,
"MEX","HOUSECOST","RENT","IDX2015","Q","1982-Q1",0.13930928667956,
"MEX","HOUSECOST","RENT","IDX2015","Q","1982-Q2",0.158632840699732,
"MEX","HOUSECOST","RENT","IDX2015","Q","1982-Q3",0.185348146096673,
"MEX","HOUSECOST","RENT","IDX2015","Q","1982-Q4",0.215885339127083,
"MEX","HOUSECOST","RENT","IDX2015","Q","1983-Q1",0.247110797030693,
"MEX","HOUSECOST","RENT","IDX2015","Q","1983-Q2",0.27907029743314,
"MEX","HOUSECOST","RENT","IDX2015","Q","1983-Q3",0.309961738463676,
"MEX","HOUSECOST","RENT","IDX2015","Q","1983-Q4",0.342856619697559,
"MEX","HOUSECOST","RENT","IDX2015","Q","1984-Q1",0.378660319313877,
"MEX","HOUSECOST","RENT","IDX2015","Q","1984-Q2",0.412562326930627,
"MEX","HOUSECOST","RENT","IDX2015","Q","1984-Q3",0.449354224840274,
"MEX","HOUSECOST","RENT","IDX2015","Q","1984-Q4",0.487526312902324,
"MEX","HOUSECOST","RENT","IDX2015","Q","1985-Q1",0.532588257320731,
"MEX","HOUSECOST","RENT","IDX2015","Q","1985-Q2",0.587282693501188,
"MEX","HOUSECOST","RENT","IDX2015","Q","1985-Q3",0.658040082298753,
"MEX","HOUSECOST","RENT","IDX2015","Q","1985-Q4",0.746959751270478,
"MEX","HOUSECOST","RENT","IDX2015","Q","1986-Q1",0.844713377424234,
"MEX","HOUSECOST","RENT","IDX2015","Q","1986-Q2",0.951872807549002,
"MEX","HOUSECOST","RENT","IDX2015","Q","1986-Q3",1.08346921386393,
"MEX","HOUSECOST","RENT","IDX2015","Q","1986-Q4",1.25080258480559,
"MEX","HOUSECOST","RENT","IDX2015","Q","1987-Q1",1.44058514268565,
"MEX","HOUSECOST","RENT","IDX2015","Q","1987-Q2",1.67032958583651,
"MEX","HOUSECOST","RENT","IDX2015","Q","1987-Q3",1.95746188912241,
"MEX","HOUSECOST","RENT","IDX2015","Q","1987-Q4",2.37811745154368,
"MEX","HOUSECOST","RENT","IDX2015","Q","1988-Q1",2.9820192717154,
"MEX","HOUSECOST","RENT","IDX2015","Q","1988-Q2",3.88126484197268,
"MEX","HOUSECOST","RENT","IDX2015","Q","1988-Q3",4.81549586624789,
"MEX","HOUSECOST","RENT","IDX2015","Q","1988-Q4",5.70016384769604,
"MEX","HOUSECOST","RENT","IDX2015","Q","1989-Q1",6.56842691495828,
"MEX","HOUSECOST","RENT","IDX2015","Q","1989-Q2",7.30993684911814,
"MEX","HOUSECOST","RENT","IDX2015","Q","1989-Q3",8.1423085605265,
"MEX","HOUSECOST","RENT","IDX2015","Q","1989-Q4",9.0449857921898,
"MEX","HOUSECOST","RENT","IDX2015","Q","1990-Q1",9.89931304102804,
"MEX","HOUSECOST","RENT","IDX2015","Q","1990-Q2",10.9247045733798,
"MEX","HOUSECOST","RENT","IDX2015","Q","1990-Q3",12.0570028143,
"MEX","HOUSECOST","RENT","IDX2015","Q","1990-Q4",13.1735038144764,
"MEX","HOUSECOST","RENT","IDX2015","Q","1991-Q1",14.184659717153,
"MEX","HOUSECOST","RENT","IDX2015","Q","1991-Q2",14.9758009519438,
"MEX","HOUSECOST","RENT","IDX2015","Q","1991-Q3",15.6176951032621,
"MEX","HOUSECOST","RENT","IDX2015","Q","1991-Q4",16.332956588752,
"MEX","HOUSECOST","RENT","IDX2015","Q","1992-Q1",17.1715288374063,
"MEX","HOUSECOST","RENT","IDX2015","Q","1992-Q2",17.7921484176686,
"MEX","HOUSECOST","RENT","IDX2015","Q","1992-Q3",18.4176762473041,
"MEX","HOUSECOST","RENT","IDX2015","Q","1992-Q4",18.9419674572059,
"MEX","HOUSECOST","RENT","IDX2015","Q","1993-Q1",19.2877909978095,
"MEX","HOUSECOST","RENT","IDX2015","Q","1993-Q2",19.6601791445039,
"MEX","HOUSECOST","RENT","IDX2015","Q","1993-Q3",20.0650493193409,
"MEX","HOUSECOST","RENT","IDX2015","Q","1993-Q4",20.5397505942494,
"MEX","HOUSECOST","RENT","IDX2015","Q","1994-Q1",20.8462740667088,
"MEX","HOUSECOST","RENT","IDX2015","Q","1994-Q2",21.0995094002141,
"MEX","HOUSECOST","RENT","IDX2015","Q","1994-Q3",21.4658121384201,
"MEX","HOUSECOST","RENT","IDX2015","Q","1994-Q4",21.9847137201183,
"MEX","HOUSECOST","RENT","IDX2015","Q","1995-Q1",23.4162786854417,
"MEX","HOUSECOST","RENT","IDX2015","Q","1995-Q2",26.3264969356948,
"MEX","HOUSECOST","RENT","IDX2015","Q","1995-Q3",29.1447330755104,
"MEX","HOUSECOST","RENT","IDX2015","Q","1995-Q4",31.1578775476798,
"MEX","HOUSECOST","RENT","IDX2015","Q","1996-Q1",32.8432995628115,
"MEX","HOUSECOST","RENT","IDX2015","Q","1996-Q2",34.4126832967653,
"MEX","HOUSECOST","RENT","IDX2015","Q","1996-Q3",36.2218780525977,
"MEX","HOUSECOST","RENT","IDX2015","Q","1996-Q4",38.1206113880163,
"MEX","HOUSECOST","RENT","IDX2015","Q","1997-Q1",39.9574902580101,
"MEX","HOUSECOST","RENT","IDX2015","Q","1997-Q2",41.5413802769427,
"MEX","HOUSECOST","RENT","IDX2015","Q","1997-Q3",43.0735387802541,
"MEX","HOUSECOST","RENT","IDX2015","Q","1997-Q4",44.6973095260781,
"MEX","HOUSECOST","RENT","IDX2015","Q","1998-Q1",46.454461883217,
"MEX","HOUSECOST","RENT","IDX2015","Q","1998-Q2",48.1148631439152,
"MEX","HOUSECOST","RENT","IDX2015","Q","1998-Q3",49.8010803155056,
"MEX","HOUSECOST","RENT","IDX2015","Q","1998-Q4",51.7857101378476,
"MEX","HOUSECOST","RENT","IDX2015","Q","1999-Q1",53.5451320144902,
"MEX","HOUSECOST","RENT","IDX2015","Q","1999-Q2",55.3085869484038,
"MEX","HOUSECOST","RENT","IDX2015","Q","1999-Q3",56.9850121269971,
"MEX","HOUSECOST","RENT","IDX2015","Q","1999-Q4",58.4489808741448,
"MEX","HOUSECOST","RENT","IDX2015","Q","2000-Q1",59.5784851348592,
